step,total_cells,empty_sites,occupied_density,committed_cells,committed_density,undetermined_cells,undetermined_density,decommitted_cells,decommitted_density,uncommitted_cells,uncommitted_density,n_clusters_present,largest_cluster,cluster_0_size,cluster_1_size,cluster_2_size,cluster_3_size,cluster_4_size,cluster_5_size,cluster_6_size,cluster_7_size,T1,T2,I,R,M,K,S,seed
81,102,2298,0.0425,102,0.0425,0,0.0,0,0.0,0,0.0,6,66,66,11,12,2,8,3,0,0,0.8092302569948221,1.3697347081328288,0.3028773859209955,0.4378592122843988,0.3071425142365465,0.2921661709846559,0.2659323608999645,40
82,87,2313,0.03625,87,0.03625,0,0.0,0,0.0,0,0.0,6,59,59,8,10,2,6,2,0,0,0.8029252603234175,1.3610218375179433,0.284910387380228,0.420571309190281,0.3058048553341581,0.271886916630255,0.2626194961898015,40
83,76,2324,0.0316666666666666,76,0.0316666666666666,0,0.0,0,0.0,0,0.0,6,52,52,8,7,2,6,1,0,0,0.7983410836889886,1.3565588243319315,0.2832587219278573,0.3997425906781415,0.2850022024853283,0.2773926050514337,0.2572333923055273,40
84,64,2336,0.0266666666666666,64,0.0266666666666666,0,0.0,0,0.0,0,0.0,6,43,43,8,5,2,5,1,0,0,0.7949378795981269,1.3502012653872946,0.2868473800320862,0.394426906471334,0.2778257968759708,0.3055650137713979,0.254424658572174,40
85,53,2347,0.0220833333333333,53,0.0220833333333333,0,0.0,0,0.0,0,0.0,5,37,37,7,5,1,3,0,0,0,0.7918486372187328,1.33667114650515,0.2511245429203023,0.3624980243151341,0.2825187029350657,0.2855988213294124,0.2522687045447931,40
86,44,2356,0.0183333333333333,44,0.0183333333333333,0,0.0,0,0.0,0,0.0,5,34,34,5,2,1,2,0,0,0,0.7893806435772496,1.3382525511124932,0.2371507858036649,0.3043071750211643,0.2356629141250185,0.269374884873005,0.2499526090219497,40
87,31,2369,0.0129166666666666,31,0.0129166666666666,0,0.0,0,0.0,0,0.0,4,26,26,3,1,1,0,0,0,0,0.7874039921517076,1.295856544291465,0.1924571765789507,0.2561920224969704,0.2321746323981423,0.2622991357843818,0.251109940240094,40
88,25,2375,0.0104166666666666,25,0.0104166666666666,0,0.0,0,0.0,0,0.0,4,21,21,2,1,1,0,0,0,0,0.7817177214286575,1.2539210094607265,0.1932861086350621,0.2723217102454671,0.2482005494243539,0.2539421592099557,0.2479146033328216,40
89,23,2377,0.0095833333333333,23,0.0095833333333333,0,0.0,0,0.0,0,0.0,4,19,19,2,1,1,0,0,0,0,0.7771305523876874,1.2765196484860453,0.1894589343305392,0.2753892426681213,0.2517390348395802,0.2615919531451061,0.2398769253558893,40
90,20,2380,0.0083333333333333,20,0.0083333333333333,0,0.0,0,0.0,0,0.0,4,17,17,1,1,1,0,0,0,0,0.7723741718213077,1.293101054133198,0.18762877044455,0.2864631993853777,0.2630374607391075,0.2302200085856291,0.2342139936532378,40
91,14,2386,0.0058333333333333,14,0.0058333333333333,0,0.0,0,0.0,0,0.0,2,13,13,0,1,0,0,0,0,0,0.7680834552238416,1.280643770817086,0.1893042488219628,0.2598732088917624,0.2362436223960882,0.132501553136397,0.234638370080018,40
92,10,2390,0.0041666666666666,10,0.0041666666666666,0,0.0,0,0.0,0,0.0,1,10,10,0,0,0,0,0,0,0,0.7688039292981464,1.2954038038021705,0.1843582339235402,0.1843460070657895,0.1613180808853653,0.1290531262637269,0.2357256539322763,40
93,7,2393,0.0029166666666666,7,0.0029166666666666,0,0.0,0,0.0,0,0.0,1,7,7,0,0,0,0,0,0,0,0.7643859746385478,1.1907294970696924,0.1816215860937548,0.1816095951481303,0.1589141927439103,0.1271480798015234,0.229702795593428,40
94,5,2395,0.0020833333333333,5,0.0020833333333333,0,0.0,0,0.0,0,0.0,1,5,5,0,0,0,0,0,0,0,0.7605585050631622,1.0724576517293056,0.1870393062099098,0.1870313145400833,0.1636594278816415,0.1309457572776037,0.2252846839918588,40
95,5,2395,0.0020833333333333,5,0.0020833333333333,0,0.0,0,0.0,0,0.0,1,5,5,0,0,0,0,0,0,0,0.7598673848841024,1.0708118865563752,0.1889449423155661,0.1889377498127223,0.1653268559792938,0.1322778782584965,0.2189829123013261,40
96,5,2395,0.0020833333333333,5,0.0020833333333333,0,0.0,0,0.0,0,0.0,1,5,5,0,0,0,0,0,0,0,0.7600025038609267,1.0693306979007375,0.1906905676329909,0.1906840943804315,0.1668542749867231,0.1334981741169339,0.2133327047554805,40
97,4,2396,0.0016666666666666,4,0.0016666666666666,0,0.0,0,0.0,0,0.0,1,4,4,0,0,0,0,0,0,0,0.7580506060257439,0.9697833812707704,0.2002027395471115,0.2002014372240322,0.1751824391104018,0.1401603918112509,0.2130526174566059,40
98,3,2397,0.00125,3,0.00125,0,0.0,0,0.0,0,0.0,1,3,3,0,0,0,0,0,0,0,0.7523589588985216,0.8814241308765552,0.1986079765936945,0.1986017967923267,0.1737821581469204,0.1390337202887663,0.217248384397766,40
99,3,2397,0.00125,3,0.00125,0,0.0,0,0.0,0,0.0,1,3,3,0,0,0,0,0,0,0,0.7514407664849222,0.8492817177888998,0.2031016020888907,0.2030960402676596,0.1777140625924732,0.1421784444680856,0.2155716421661853,40
100,3,2397,0.00125,3,0.00125,0,0.0,0,0.0,0,0.0,1,3,3,0,0,0,0,0,0,0,0.7503057152121281,0.8683535460100099,0.2067698826499307,0.2067648770108228,0.1809237920069138,0.1447455085602274,0.2137993864885172,40
101,3,2397,0.00125,3,0.00125,0,0.0,0,0.0,0,0.0,1,3,3,0,0,0,0,0,0,0,0.7494089132477919,0.8655181914090089,0.2100965436411119,0.2100920385659147,0.1838346059053749,0.1470735121835266,0.2092220023189874,40
102,3,2397,0.00125,3,0.00125,0,0.0,0,0.0,0,0.0,1,3,3,0,0,0,0,0,0,0,0.7483060363205759,0.8829663722681079,0.2127447084222073,0.2127406538545299,0.1861517370668932,0.1489266343668187,0.2078602754887333,40
103,3,2397,0.00125,3,0.00125,0,0.0,0,0.0,0,0.0,1,3,3,0,0,0,0,0,0,0,0.7473339542591475,0.9266697350412972,0.2143134002319067,0.214309751120997,0.187524330680634,0.1500241847864809,0.203064461796204,40
104,2,2398,0.0008333333333333,2,0.0008333333333333,0,0.0,0,0.0,0,0.0,1,2,2,0,0,0,0,0,0,0,0.7478774116038369,0.9923098086918112,0.2055936303177708,0.2055913655517229,0.1798976056979137,0.1439210983815481,0.2074474405142679,40
105,2,2398,0.0008333333333333,2,0.0008333333333333,0,0.0,0,0.0,0,0.0,1,2,2,0,0,0,0,0,0,0,0.7471956242414877,1.0730788278226302,0.2052380823633412,0.2052360440738981,0.1795861833208014,0.1436716590975365,0.2008453670169844,40
106,2,2398,0.0008333333333333,2,0.0008333333333333,0,0.0,0,0.0,0,0.0,1,2,2,0,0,0,0,0,0,0,0.7467611680852343,1.175770945040367,0.2030571187571352,0.2030552842966365,0.1776775540400834,0.1421444844288726,0.1981008215563756,40
107,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
108,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
109,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
110,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
111,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
112,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
113,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
114,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
115,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
116,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
117,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
118,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
119,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
0,30,2370,0.0125,0,0.0,30,0.0125,0,0.0,30,0.0125,0,0,0,0,0,0,0,0,0,0,0.91278149683933,0.4284090782921338,0.5768513279173678,0.6271988251212677,0.5982320118849933,0.3510533116890216,0.3796561333973558,53
1,50,2350,0.0208333333333333,0,0.0,50,0.0208333333333333,0,0.0,50,0.0208333333333333,0,0,0,0,0,0,0,0,0,0,0.6302573534125658,0.2529409022777523,0.3339391580568896,0.363085841102767,0.354839167419583,0.2035533469351604,0.2220932449106697,53
2,57,2343,0.02375,0,0.0,57,0.02375,0,0.0,57,0.02375,0,0,0,0,0,0,0,0,0,0,0.696501941337312,0.2523217649561202,0.297181848715607,0.317953654485594,0.3060376917961167,0.1918397176759186,0.2004095235125997,53
3,59,2341,0.0245833333333333,28,0.0116666666666666,31,0.0129166666666666,0,0.0,31,0.0129166666666666,7,8,8,2,6,2,3,0,4,3,0.8256486066485977,0.2643407888516773,0.2937006397786746,0.3128683842333524,0.2962890784143298,0.1924196631026483,0.2012670693636634,53
4,60,2340,0.025,29,0.0120833333333333,31,0.0129166666666666,0,0.0,31,0.0129166666666666,7,8,8,2,6,2,3,0,4,4,0.9550170524531696,0.2753415981337345,0.3184665204304771,0.3352868623907608,0.3187648696170252,0.2099540582335692,0.207195196027813,53
5,80,2320,0.0333333333333333,41,0.0170833333333333,39,0.01625,0,0.0,39,0.01625,7,12,12,3,9,3,4,0,6,4,0.815420464389159,0.2173555787402708,0.2567389421164219,0.2730028410708465,0.2677689984063387,0.1861150151194285,0.1636819535887318,53
6,100,2300,0.0416666666666666,64,0.0266666666666666,36,0.015,0,0.0,36,0.015,8,24,24,6,10,4,4,2,9,5,0.7683357924256708,0.202096016692995,0.2300806765244884,0.2452923880923951,0.2516915670126751,0.1762593927762513,0.1433942463488566,53
7,110,2290,0.0458333333333333,73,0.0304166666666666,37,0.0154166666666666,0,0.0,37,0.0154166666666666,8,26,26,6,11,4,5,2,12,7,0.8340962785781745,0.2193512863851777,0.2428866660286616,0.2551310581073504,0.2654127519819202,0.1879385599528173,0.1460195745076564,53
8,115,2285,0.0479166666666666,79,0.0329166666666666,36,0.015,0,0.0,36,0.015,8,29,29,6,11,5,6,2,12,8,0.9339308478203988,0.2467458900185442,0.2716144150715387,0.2782468672023518,0.2916571778199087,0.2073563428119615,0.1569967683409384,53
9,125,2275,0.0520833333333333,99,0.04125,26,0.0108333333333333,0,0.0,26,0.0108333333333333,8,40,40,6,16,6,8,2,12,9,0.9806613848087654,0.2590255969353547,0.2884128663864014,0.2895369931812036,0.3094992918998592,0.2173726072610728,0.1613317351826563,53
10,132,2268,0.055,109,0.0454166666666666,23,0.0095833333333333,0,0.0,23,0.0095833333333333,8,44,44,6,20,7,8,2,12,10,1.048768189624439,0.2789422701153589,0.3116799526180704,0.312993500369451,0.3341743453217604,0.2347114293542145,0.1706725865845935,53
11,163,2237,0.0679166666666666,138,0.0575,25,0.0104166666666666,0,0.0,25,0.0104166666666666,8,64,64,9,21,7,9,3,15,10,0.9463136088846256,0.2504928938018689,0.2925673706228499,0.2879144558222339,0.3122933405227303,0.22099858987175,0.1532227190481168,53
12,186,2214,0.0775,159,0.06625,27,0.01125,0,0.0,27,0.01125,8,73,73,10,23,8,12,3,18,12,0.9424059401224828,0.2584693952727645,0.2936775352984708,0.2866342756655733,0.3110536101851642,0.2208482997207571,0.1520355919765116,53
13,217,2183,0.0904166666666666,188,0.0783333333333333,29,0.0120833333333333,0,0.0,29,0.0120833333333333,8,86,86,13,27,10,16,4,20,12,0.9182759794844728,0.2598330726666394,0.288961122493276,0.2793019692440884,0.2973872111552519,0.2187925228946131,0.147760934573978,53
14,237,2163,0.09875,207,0.08625,30,0.0125,0,0.0,30,0.0125,8,92,92,13,32,11,18,4,22,15,0.960609456980142,0.280748519374661,0.3029164305246361,0.2930621827817799,0.3112728353582266,0.2278996641398722,0.1541782887360162,53
15,253,2147,0.1054166666666666,232,0.0966666666666666,21,0.00875,0,0.0,21,0.00875,8,103,103,14,39,13,21,4,23,15,1.0179096336105866,0.3078879809589534,0.320898164298143,0.3131460018830308,0.3332894854674469,0.2396530729551101,0.1640504798803536,53
16,260,2140,0.1083333333333333,240,0.1,20,0.0083333333333333,0,0.0,20,0.0083333333333333,8,104,104,14,40,14,21,7,24,16,1.107082594333398,0.3395157433244374,0.3494883256143961,0.3468509439091394,0.3647917272656094,0.2589451127641126,0.1791989416157061,53
17,292,2108,0.1216666666666666,280,0.1166666666666666,12,0.005,0,0.0,12,0.005,8,124,124,14,44,18,26,8,26,20,1.0843972085395357,0.3349543970476656,0.3460227413313283,0.3469861209890073,0.360517907802341,0.2575466847384697,0.1770881193695592,53
18,329,2071,0.1370833333333333,318,0.1325,11,0.0045833333333333,0,0.0,11,0.0045833333333333,8,139,139,17,51,21,31,8,30,21,1.0619929678672946,0.3343404727784999,0.3451521144480095,0.3465975200159667,0.3579218306670909,0.2576520490692215,0.1750601818020047,53
19,369,2031,0.15375,355,0.1479166666666666,14,0.0058333333333333,0,0.0,14,0.0058333333333333,8,157,157,18,61,24,34,8,31,22,1.047949623706452,0.3402228021401461,0.3446456745790925,0.3480095828345965,0.3601422270876934,0.2593262224142658,0.1745247346992965,53
20,414,1986,0.1725,398,0.1658333333333333,16,0.0066666666666666,0,0.0,16,0.0066666666666666,8,178,178,20,69,25,39,8,36,23,1.035506143145691,0.349207711571842,0.3426365533135029,0.3491140904316205,0.3584633920839382,0.2556945857965328,0.1743358456018389,53
21,458,1942,0.1908333333333333,442,0.1841666666666666,16,0.0066666666666666,0,0.0,16,0.0066666666666666,8,197,197,21,73,29,47,12,39,24,1.0391403878501095,0.3631414701564808,0.3440494462314177,0.3541568759536022,0.3617165943082264,0.2544749733010674,0.1765676712567571,53
22,494,1906,0.2058333333333333,480,0.2,14,0.0058333333333333,0,0.0,14,0.0058333333333333,8,206,206,25,82,32,51,14,43,27,1.0679997604184992,0.3850909190253062,0.3545735313212849,0.368293283416048,0.3722538208246097,0.261961113589422,0.1829965313960576,53
23,529,1871,0.2204166666666666,518,0.2158333333333333,11,0.0045833333333333,0,0.0,11,0.0045833333333333,8,214,214,26,91,39,58,15,45,30,1.0986807219141064,0.4076283981070918,0.3672004562580582,0.3841462698194804,0.3852883483340609,0.2700749502101564,0.1901336217544392,53
24,563,1837,0.2345833333333333,557,0.2320833333333333,6,0.0025,0,0.0,6,0.0025,8,230,230,27,98,43,64,15,47,33,1.1301644276601033,0.4296907288433148,0.3803815593138126,0.4022761835005475,0.4005333500604768,0.2788445256677044,0.1976684438581102,53
25,610,1790,0.2541666666666666,605,0.2520833333333333,5,0.0020833333333333,0,0.0,5,0.0020833333333333,8,242,242,27,116,48,71,16,51,34,1.1349350101686972,0.4384463808277173,0.3850955444850371,0.4112651461916115,0.4062748463019193,0.283422842952921,0.2004237350834642,53
26,642,1758,0.2675,641,0.2670833333333333,1,0.0004166666666666,0,0.0,1,0.0004166666666666,8,254,254,29,126,50,76,18,54,34,1.1713174325544835,0.4642789144461323,0.4000008234596904,0.4328746867987763,0.4246291060264637,0.2940164916040501,0.2093972260541366,53
27,683,1717,0.2845833333333333,683,0.2845833333333333,0,0.0,0,0.0,0,0.0,8,272,272,29,134,50,85,19,59,35,1.18823786479774,0.4834441533923495,0.4094239137473955,0.4477754695552632,0.436116280804353,0.3020410910070201,0.2153772670363377,53
28,738,1662,0.3075,738,0.3075,0,0.0,0,0.0,0,0.0,8,291,291,32,147,54,94,21,62,37,1.1819054513064269,0.4976979960572863,0.411274544450468,0.453337198076209,0.4391634865084664,0.3023271636554338,0.2178667964477942,53
29,788,1612,0.3283333333333333,788,0.3283333333333333,0,0.0,0,0.0,0,0.0,8,315,315,32,155,60,102,23,63,38,1.188541586302687,0.5174099098746827,0.4169433831497181,0.463589927635462,0.4464030203593268,0.3054047206326007,0.2225087987446611,53
30,841,1559,0.3504166666666666,841,0.3504166666666666,0,0.0,0,0.0,0,0.0,8,335,335,35,166,65,109,25,66,40,1.1923730318742598,0.5362605327980079,0.422889985178447,0.4725140231438682,0.452513801934678,0.3059282758965307,0.2266559593569089,53
31,900,1500,0.375,900,0.375,0,0.0,0,0.0,0,0.0,8,349,349,40,180,76,115,27,68,45,1.1896542561368748,0.5531017747497913,0.4246483388787185,0.4786605040952392,0.4552854854277547,0.3059059249796745,0.2296760092610323,53
32,935,1465,0.3895833333333333,935,0.3895833333333333,0,0.0,0,0.0,0,0.0,8,358,358,41,192,80,120,29,68,47,1.220102966482797,0.5889544786602477,0.4382577050608785,0.4986736225911656,0.4714098995926837,0.3155827043131926,0.2395471098025171,53
33,980,1420,0.4083333333333333,980,0.4083333333333333,0,0.0,0,0.0,0,0.0,8,371,371,42,206,82,126,30,70,53,1.2324119377112206,0.6150052997883653,0.4460990443093516,0.5123242392368994,0.4819279917520078,0.3218898191510819,0.2460513506408212,53
34,1011,1389,0.42125,1011,0.42125,0,0.0,0,0.0,0,0.0,8,385,385,43,214,83,131,30,70,55,1.2591473871109142,0.6522004692515697,0.4592885044148636,0.5324031429362369,0.4980341762448902,0.3314793584581246,0.2561521367124807,53
35,1035,1365,0.43125,1035,0.43125,0,0.0,0,0.0,0,0.0,8,390,390,44,219,85,135,30,73,59,1.2887583436613987,0.6905634849971061,0.4737001417045665,0.5541292084444891,0.5158259791053997,0.3420148527845743,0.2670835815288306,53
36,1071,1329,0.44625,1071,0.44625,0,0.0,0,0.0,0,0.0,8,400,400,46,233,88,138,31,75,60,1.2966991342092071,0.7165825268672302,0.4824987156866326,0.5671470636488805,0.5260811384437408,0.3477273855651123,0.273760839818341,53
37,1094,1306,0.4558333333333333,1094,0.4558333333333333,0,0.0,0,0.0,0,0.0,8,405,405,47,237,96,141,31,76,61,1.316372977726184,0.750301551780004,0.4954060460729425,0.5860706976026674,0.5424675525393866,0.3573082305266299,0.2831781311418766,53
38,1110,1290,0.4625,1110,0.4625,0,0.0,0,0.0,0,0.0,8,411,411,47,241,98,143,33,76,61,1.337992458201737,0.7876674845789097,0.5095310718421658,0.6069977976770204,0.5604334572049909,0.367858638278649,0.2936516491131763,53
39,1136,1264,0.4733333333333333,1136,0.4733333333333333,0,0.0,0,0.0,0,0.0,8,416,416,47,249,103,147,34,78,62,1.341175431367278,0.8152639234985303,0.5172589113949103,0.6202150101448958,0.5712821650172807,0.3744290567219219,0.30042686057724,53
40,1153,1247,0.4804166666666666,1153,0.4804166666666666,0,0.0,0,0.0,0,0.0,8,419,419,47,255,106,151,34,79,62,1.3499986088662068,0.8476858936555937,0.5283111450042102,0.6370846028973709,0.5857671646274035,0.3823336804410392,0.3087415670356793,53
41,1169,1231,0.4870833333333333,1169,0.4870833333333333,0,0.0,0,0.0,0,0.0,8,422,422,47,263,106,155,34,79,63,1.3538105993022396,0.8803692487993232,0.5375768845218646,0.6526646491892173,0.5991657158079334,0.3898443774267743,0.3165499759160308,53
42,1178,1222,0.4908333333333333,1178,0.4908333333333333,0,0.0,0,0.0,0,0.0,8,422,422,47,268,108,157,34,79,63,1.3600401696766815,0.914754233159396,0.5487388071776621,0.6703712185607658,0.6137452398918103,0.398091987531152,0.3250271666367409,53
43,1187,1213,0.4945833333333333,1187,0.4945833333333333,0,0.0,0,0.0,0,0.0,8,427,427,48,268,108,158,36,79,63,1.3599698611372346,0.9456701246803628,0.5578647922142772,0.6860579306816318,0.6264426223723596,0.4046990114620771,0.3322484755930525,53
44,1192,1208,0.4966666666666666,1192,0.4966666666666666,0,0.0,0,0.0,0,0.0,8,428,428,49,271,108,158,36,79,63,1.35911489777031,0.9766035186208316,0.5675456585672709,0.7016909002065043,0.6393453482399318,0.4117236217480262,0.3393942554239395,53
45,1199,1201,0.4995833333333333,1199,0.4995833333333333,0,0.0,0,0.0,0,0.0,8,428,428,50,274,109,159,36,79,64,1.3512055999302104,1.003579862198856,0.5742952912989623,0.7138919832926376,0.6490735152023357,0.417060395833349,0.3448899085715062,53
46,1205,1195,0.5020833333333333,1205,0.5020833333333333,0,0.0,0,0.0,0,0.0,8,430,430,50,276,110,160,36,79,64,1.340120390714231,1.0283543811608182,0.5800693456617982,0.7247861997369754,0.6578633001269114,0.4211813882244555,0.3495235455584154,53
47,1207,1193,0.5029166666666667,1207,0.5029166666666667,0,0.0,0,0.0,0,0.0,8,431,431,50,276,111,160,36,79,64,1.330046535446328,1.05283374181351,0.5863608256636595,0.7362877492847387,0.6670791085572684,0.4258120363449423,0.354113306543871,53
48,1212,1188,0.505,1212,0.505,0,0.0,0,0.0,0,0.0,8,434,434,50,277,111,161,36,79,64,1.3128700062449925,1.0728096482937446,0.5897512703054607,0.7439723449264192,0.6731053331257931,0.4286159251794269,0.3568828010730804,53
49,1215,1185,0.50625,1215,0.50625,0,0.0,0,0.0,0,0.0,8,437,437,50,277,111,161,36,79,64,1.2956530508341777,1.0931792299249512,0.5927855770816275,0.7511816425037603,0.6789079682272152,0.430966453883534,0.3594351626896696,53
50,1220,1180,0.5083333333333333,1220,0.5083333333333333,0,0.0,0,0.0,0,0.0,8,441,441,50,278,111,161,36,79,64,1.2733554695886788,1.111189744199126,0.5936433525092035,0.7553614894055041,0.6820874677923855,0.4317527515593491,0.3607103066384848,53
51,1221,1179,0.50875,1221,0.50875,0,0.0,0,0.0,0,0.0,8,442,442,50,278,111,161,36,79,64,1.2542325687704858,1.1298364775844725,0.5951630429214285,0.7605521758371782,0.6860073781343279,0.4330967011200305,0.3621869128747096,53
52,1221,1179,0.50875,1221,0.50875,0,0.0,0,0.0,0,0.0,8,442,442,50,278,111,161,36,79,64,1.2340893859458617,1.148007620980816,0.5960919433344396,0.76488810890456,0.689309707951418,0.4339635391665006,0.3632380958390778,53
53,1221,1179,0.50875,1221,0.50875,0,0.0,0,0.0,0,0.0,8,442,442,50,278,111,161,36,79,64,1.2130665885847476,1.1640864657623409,0.5960330779360818,0.7678955728951365,0.6914987884879903,0.4341172803692752,0.3634987794089929,53
54,1222,1178,0.5091666666666667,1222,0.5091666666666667,0,0.0,0,0.0,0,0.0,8,443,443,50,278,111,161,36,79,64,1.190076924226524,1.1795078700705706,0.5946879933543405,0.7690434379581431,0.692207978390648,0.4333060214347915,0.3629848232273417,53
55,1223,1177,0.5095833333333334,1223,0.5095833333333334,0,0.0,0,0.0,0,0.0,8,444,444,50,278,111,161,36,79,64,1.1660490599696136,1.191575721438766,0.5922356221368531,0.7688532693893472,0.6917308321128295,0.4319013605959111,0.3613973943311024,53
56,1223,1177,0.5095833333333334,1223,0.5095833333333334,0,0.0,0,0.0,0,0.0,8,444,444,50,278,111,161,36,79,64,1.1439272280310238,1.207528533595789,0.5897441361766615,0.7686133465861624,0.6911807359013589,0.4302854931222691,0.3599880968281757,53
57,1222,1178,0.5091666666666667,1222,0.5091666666666667,0,0.0,0,0.0,0,0.0,8,444,444,50,277,111,161,36,79,64,1.1221331610662373,1.2252619748485367,0.5868742987535133,0.7671930999356578,0.6895402398915628,0.4283882186658364,0.3581754306687107,53
58,1217,1183,0.5070833333333333,1217,0.5070833333333333,0,0.0,0,0.0,0,0.0,8,444,444,50,276,111,160,35,78,63,1.1007976578120449,1.2462562432495108,0.5812049151857899,0.7648837079805002,0.6869915227799391,0.4252112921426259,0.3561240979492915,53
59,1207,1193,0.5029166666666667,1207,0.5029166666666667,0,0.0,0,0.0,0,0.0,8,443,443,50,276,109,158,33,78,60,1.0799787326480386,1.265551954452311,0.5738044363019826,0.7615165941984301,0.6840412657743272,0.4186520840195837,0.3535987756680888,53
60,1182,1218,0.4925,1182,0.4925,0,0.0,0,0.0,0,0.0,8,440,440,49,266,108,157,32,77,53,1.0600463428256073,1.282730086647524,0.5669323349411387,0.7580042181326988,0.6749084988304169,0.41180775519991,0.3512163243625575,53
61,1153,1247,0.4804166666666666,1153,0.4804166666666666,0,0.0,0,0.0,0,0.0,8,437,437,47,259,101,154,30,74,51,1.04137223274399,1.3001859346121571,0.5609173141351675,0.7508980446510498,0.6667073345264554,0.4031045452023536,0.34821073697163,53
62,1115,1285,0.4645833333333333,1115,0.4645833333333333,0,0.0,0,0.0,0,0.0,8,430,430,46,247,96,149,30,71,46,1.0234324475942291,1.3155047639241544,0.553973066985318,0.744336430126861,0.6561480375437964,0.397069006335882,0.3451074749242963,53
63,1066,1334,0.4441666666666666,1066,0.4441666666666666,0,0.0,0,0.0,0,0.0,8,421,421,44,232,88,142,25,69,45,1.0079965022057746,1.328137714623102,0.5482614452878584,0.7308266480210375,0.6483932365255843,0.3887069010842977,0.3421443920752917,53
64,1013,1387,0.4220833333333333,1013,0.4220833333333333,0,0.0,0,0.0,0,0.0,8,412,412,39,217,82,134,23,66,40,0.9914163599569584,1.341999587139551,0.5390542076882953,0.7201444124478562,0.6374319275757104,0.3774133959675883,0.3381917368410597,53
65,946,1454,0.3941666666666666,946,0.3941666666666666,0,0.0,0,0.0,0,0.0,8,396,396,33,196,77,125,23,63,33,0.9749994398312049,1.3520119272301272,0.5325679793598018,0.7116440086322728,0.624673845423777,0.3679803987723623,0.3346753212613813,53
66,873,1527,0.36375,873,0.36375,0,0.0,0,0.0,0,0.0,8,375,375,31,178,70,114,20,58,27,0.9596334239189188,1.3548834450881433,0.5207902571911034,0.7004440592293462,0.6126055556170724,0.35873563304732,0.3305337796147966,53
67,808,1592,0.3366666666666666,808,0.3366666666666666,0,0.0,0,0.0,0,0.0,8,355,355,26,166,59,104,17,57,24,0.9461152274185096,1.354175035025265,0.5160700979002465,0.6881830549873947,0.6069788896085474,0.3427532825449064,0.3264003784699893,53
68,735,1665,0.30625,735,0.30625,0,0.0,0,0.0,0,0.0,8,334,334,23,152,49,93,15,48,21,0.9327027644949116,1.353174306523225,0.5026364015605472,0.6766263013692033,0.5922627367609622,0.3307818908698774,0.3223670043596116,53
69,676,1724,0.2816666666666667,676,0.2816666666666667,0,0.0,0,0.0,0,0.0,8,314,314,23,136,44,84,12,45,18,0.9203559278966804,1.3500244894943576,0.4928025235868135,0.6609148369758582,0.5811035883679344,0.3243641423210058,0.317865707147599,53
70,615,1785,0.25625,615,0.25625,0,0.0,0,0.0,0,0.0,8,291,291,20,119,43,77,12,40,13,0.9072848211478436,1.3388511429786127,0.4839997736963621,0.6566909047679859,0.5677655618533016,0.3206395389061716,0.3122229802071236,53
71,556,1844,0.2316666666666666,556,0.2316666666666666,0,0.0,0,0.0,0,0.0,8,267,267,18,107,39,70,10,34,11,0.8953268685166772,1.3340474161973206,0.4738965552229184,0.651246836112461,0.5583632493117409,0.3149918265436242,0.3076345363138362,53
