step,total_cells,empty_sites,occupied_density,committed_cells,committed_density,undetermined_cells,undetermined_density,decommitted_cells,decommitted_density,uncommitted_cells,uncommitted_density,n_clusters_present,largest_cluster,cluster_0_size,cluster_1_size,cluster_2_size,cluster_3_size,cluster_4_size,cluster_5_size,cluster_6_size,cluster_7_size,T1,T2,I,R,M,K,S,seed
17,288,2112,0.12,287,0.1195833333333333,1,0.0004166666666666,0,0.0,1,0.0004166666666666,7,164,164,32,36,0,28,7,8,12,1.092995083723906,0.3512419656424485,0.3130614608716147,0.3172263718434068,0.280876665917714,0.255391092447896,0.1813809412896379,96
18,323,2077,0.1345833333333333,322,0.1341666666666666,1,0.0004166666666666,0,0.0,1,0.0004166666666666,7,191,191,33,42,0,29,7,8,12,1.0736023498633205,0.3539006733576551,0.3127484827349245,0.3169274785333689,0.2815162333867653,0.254371121170921,0.1799640556390131,96
19,367,2033,0.1529166666666666,365,0.1520833333333333,2,0.0008333333333333,0,0.0,2,0.0008333333333333,7,213,213,37,48,0,37,9,8,13,1.043489600642721,0.3523894434470586,0.3052992628762704,0.3116299755563824,0.2796073954242256,0.2479566587969839,0.176292422582944,96
20,400,2000,0.1666666666666666,398,0.1658333333333333,2,0.0008333333333333,0,0.0,2,0.0008333333333333,7,227,227,42,53,0,44,10,8,14,1.062054624000163,0.3700655829264083,0.3096865017720538,0.3210344449942121,0.2882423926103805,0.2531627436319656,0.1807896628228366,96
21,432,1968,0.18,430,0.1791666666666666,2,0.0008333333333333,0,0.0,2,0.0008333333333333,7,240,240,48,59,0,50,11,8,14,1.0866944130161986,0.3885268746608961,0.3192406802183314,0.333019519512814,0.2968783188944257,0.2569036059760916,0.1863578730980432,96
22,461,1939,0.1920833333333333,459,0.19125,2,0.0008333333333333,0,0.0,2,0.0008333333333333,7,255,255,50,65,0,54,13,8,14,1.119430825571844,0.4117814509070635,0.3334243621600169,0.3483286028024023,0.305954851253999,0.2648437809789354,0.1939132077098631,96
23,487,1913,0.2029166666666666,485,0.2020833333333333,2,0.0008333333333333,0,0.0,2,0.0008333333333333,7,266,266,54,71,0,57,13,8,16,1.1576096034808097,0.4323287966762643,0.3475148135615563,0.3661887316748116,0.3175577860084014,0.274437476366195,0.2021368632338063,96
24,521,1879,0.2170833333333333,519,0.21625,2,0.0008333333333333,0,0.0,2,0.0008333333333333,7,278,278,57,80,0,60,16,9,19,1.1742272875728403,0.4502144176261167,0.3550845943630982,0.3773943491154414,0.3249251036306463,0.2769073393290971,0.207757469314069,96
25,573,1827,0.23875,572,0.2383333333333333,1,0.0004166666666666,0,0.0,1,0.0004166666666666,7,303,303,61,89,0,68,20,12,19,1.1547461668086163,0.4548717982982301,0.3525486336301925,0.3772194515108644,0.324609530493837,0.2758272421281911,0.2070754836862358,96
26,606,1794,0.2525,605,0.2520833333333333,1,0.0004166666666666,0,0.0,1,0.0004166666666666,7,317,317,62,94,0,79,20,14,19,1.1825336999921523,0.4837052580567617,0.3630625191738177,0.392295937868799,0.3350376582305909,0.2830309661645444,0.2152643795049998,96
27,651,1749,0.27125,651,0.27125,0,0.0,0,0.0,0,0.0,7,338,338,63,103,0,91,21,14,21,1.1855587665266307,0.5013346355517011,0.3675774394206696,0.3998868962459337,0.3395825052458791,0.285572261821817,0.2190460953022251,96
28,698,1702,0.2908333333333333,698,0.2908333333333333,0,0.0,0,0.0,0,0.0,7,360,360,67,111,0,101,23,14,22,1.1885219763558534,0.5179197177216928,0.3727286122964524,0.4078534861812796,0.3460607134229948,0.286432588795145,0.2225819596395448,96
29,754,1646,0.3141666666666666,754,0.3141666666666666,0,0.0,0,0.0,0,0.0,7,386,386,77,117,0,107,28,15,24,1.1800396088173486,0.5304843059320529,0.3751460716011572,0.411760773385093,0.3467125597195507,0.2838144407981289,0.2240627735077696,96
30,799,1601,0.3329166666666667,799,0.3329166666666667,0,0.0,0,0.0,0,0.0,7,411,411,82,125,0,111,30,15,25,1.1935047359341016,0.553755506890477,0.3820035689737394,0.4223288176452464,0.3525812213528878,0.2878627701491475,0.2296587024254971,96
31,839,1561,0.3495833333333333,839,0.3495833333333333,0,0.0,0,0.0,0,0.0,7,425,425,90,133,0,119,31,15,26,1.2136653938313142,0.5789148808163793,0.3907496296376302,0.4350368532572504,0.3587873099147238,0.2947676915706675,0.236512824665161,96
32,871,1529,0.3629166666666666,871,0.3629166666666666,0,0.0,0,0.0,0,0.0,7,433,433,92,144,0,126,34,16,26,1.2425719184570436,0.6103359661359916,0.4038361777052994,0.4514536724197254,0.3694282878663364,0.3032341202154647,0.245604831748318,96
33,911,1489,0.3795833333333333,911,0.3795833333333333,0,0.0,0,0.0,0,0.0,7,452,452,95,151,0,133,36,17,27,1.2554299563742788,0.6338950206959418,0.412808907970312,0.4634603599778831,0.3765537186663261,0.3096402902903815,0.2518517294166043,96
34,948,1452,0.395,948,0.395,0,0.0,0,0.0,0,0.0,7,467,467,96,156,0,144,38,18,29,1.27010653398677,0.6617579403677242,0.4222183641817978,0.4762171606381346,0.3842045502027777,0.3157401601297721,0.2590338990991914,96
35,973,1427,0.4054166666666666,973,0.4054166666666666,0,0.0,0,0.0,0,0.0,7,477,477,97,161,0,151,40,18,29,1.297245296843733,0.6970605084498891,0.4364856951649034,0.4943248615804096,0.395447909818283,0.3243182764764154,0.2690421879900593,96
36,1004,1396,0.4183333333333333,1004,0.4183333333333333,0,0.0,0,0.0,0,0.0,7,495,495,99,166,0,156,41,18,29,1.310240915785394,0.7252229952684938,0.4465381615446231,0.5079899695653299,0.4037518080529752,0.3296917819443383,0.2765017905709494,96
37,1030,1370,0.4291666666666666,1030,0.4291666666666666,0,0.0,0,0.0,0,0.0,7,507,507,100,171,0,160,45,18,29,1.3253000010971214,0.7556655325481663,0.4580967695580506,0.522652812386732,0.4126303730788085,0.335750055766487,0.2847009515934771,96
38,1060,1340,0.4416666666666666,1060,0.4416666666666666,0,0.0,0,0.0,0,0.0,7,518,518,101,174,0,172,48,18,29,1.3302471212523894,0.7811339138416511,0.466290814347241,0.5339329303056543,0.4185863829094249,0.3402223472832472,0.2909932136379238,96
39,1080,1320,0.45,1080,0.45,0,0.0,0,0.0,0,0.0,7,526,526,102,177,0,174,52,19,30,1.3439801632476502,0.8146127350045701,0.478018824252495,0.5494676879081121,0.4266150203264529,0.346388778218429,0.2996328583435138,96
40,1097,1303,0.4570833333333333,1097,0.4570833333333333,0,0.0,0,0.0,0,0.0,7,533,533,102,178,0,176,57,20,31,1.3564945025351405,0.8477516667497189,0.4897206342372194,0.5647551804469826,0.4354726503476435,0.3529274139039584,0.3081384927278523,96
41,1109,1291,0.4620833333333333,1109,0.4620833333333333,0,0.0,0,0.0,0,0.0,7,537,537,103,180,0,179,58,21,31,1.3696630441973006,0.8799794594968428,0.5027868667782335,0.5808814982741707,0.4446589296991098,0.3605036221594013,0.3167594122828976,96
42,1125,1275,0.46875,1125,0.46875,0,0.0,0,0.0,0,0.0,7,546,546,103,182,0,182,60,21,31,1.3719007526196094,0.907352443132263,0.5132236637601227,0.5929764629679096,0.4513496428786305,0.3657465199233236,0.3233466289667318,96
43,1140,1260,0.475,1140,0.475,0,0.0,0,0.0,0,0.0,7,551,551,104,187,0,186,60,21,31,1.3707162970667797,0.9333985514661572,0.5223977471779412,0.6039163929335254,0.4571015920295077,0.3703698611633179,0.3292898905800557,96
44,1150,1250,0.4791666666666667,1150,0.4791666666666667,0,0.0,0,0.0,0,0.0,7,555,555,105,188,0,188,62,21,31,1.371202975870795,0.9615190554819788,0.5315803787769238,0.6161008845757917,0.4636321816116325,0.375494666065284,0.3357643360119932,96
45,1157,1243,0.4820833333333333,1157,0.4820833333333333,0,0.0,0,0.0,0,0.0,7,557,557,105,189,0,190,63,22,31,1.3705950590985754,0.989310477462274,0.5413488859936432,0.6281706619304884,0.4700261764323116,0.3809488777014941,0.3420587865123191,96
46,1167,1233,0.48625,1167,0.48625,0,0.0,0,0.0,0,0.0,7,561,561,106,190,0,192,65,22,31,1.3616400102959614,1.012785775648212,0.5478908550453405,0.636836082566404,0.4744019510883275,0.3843806374889917,0.3465481859948772,96
47,1168,1232,0.4866666666666667,1168,0.4866666666666667,0,0.0,0,0.0,0,0.0,7,562,562,106,190,0,192,65,22,31,1.3596041286520073,1.0427062501398274,0.5572551734159472,0.6489220794844193,0.4808632359991098,0.3896477992330037,0.3528886093092769,96
48,1174,1226,0.4891666666666667,1174,0.4891666666666667,0,0.0,0,0.0,0,0.0,7,567,567,106,191,0,192,65,22,31,1.3477289205576994,1.0616020529361023,0.5627628260591092,0.6563530216781399,0.4842318031597179,0.3924921156523269,0.3561281911015275,96
49,1178,1222,0.4908333333333333,1178,0.4908333333333333,0,0.0,0,0.0,0,0.0,7,569,569,106,191,0,193,66,22,31,1.3349095943445572,1.082863097735387,0.5679067520849183,0.6632548815299762,0.4873362537248847,0.3947771306820383,0.3594701189591737,96
50,1181,1219,0.4920833333333333,1181,0.4920833333333333,0,0.0,0,0.0,0,0.0,7,571,571,106,191,0,193,67,22,31,1.3205696088631689,1.1018149502278227,0.5722399091320132,0.6692893422341066,0.4897979271614739,0.3966726742499975,0.3620615931979635,96
51,1182,1218,0.4925,1182,0.4925,0,0.0,0,0.0,0,0.0,7,571,571,106,191,0,193,68,22,31,1.3059255861281664,1.1237589768165437,0.5760100077108449,0.674992675382931,0.4919295973246973,0.3985889505982374,0.3648498796273338,96
52,1184,1216,0.4933333333333333,1184,0.4933333333333333,0,0.0,0,0.0,0,0.0,7,572,572,106,191,0,194,68,22,31,1.2878578235057667,1.1419584455552687,0.5782555028831915,0.6787658033580874,0.4926209784355156,0.3995183918348962,0.3663604342230476,96
53,1188,1212,0.495,1188,0.495,0,0.0,0,0.0,0,0.0,7,574,574,106,191,0,194,70,22,31,1.2661898692906997,1.158665757225329,0.5785504294570745,0.680132035496408,0.4915914724736839,0.3991343306656315,0.3667808008299874,96
54,1187,1213,0.4945833333333333,1187,0.4945833333333333,0,0.0,0,0.0,0,0.0,7,574,574,106,190,0,194,70,22,31,1.2477142387458062,1.175944066334078,0.5801852292215359,0.6824430704970743,0.490929700380979,0.3996187299024006,0.3675835860845107,96
55,1186,1214,0.4941666666666666,1186,0.4941666666666666,0,0.0,0,0.0,0,0.0,7,574,574,105,190,0,194,70,22,31,1.2275531129208703,1.1927351097607892,0.5806636888979632,0.6842088017510997,0.4901447913879133,0.3985551539623875,0.3676665951520497,96
56,1187,1213,0.4945833333333333,1187,0.4945833333333333,0,0.0,0,0.0,0,0.0,7,576,576,105,189,0,194,70,22,31,1.204480408019864,1.2068260195606524,0.5793536752076692,0.6830935154014748,0.4873654480184291,0.3970742630771962,0.3666008178898592,96
57,1184,1216,0.4933333333333333,1184,0.4933333333333333,0,0.0,0,0.0,0,0.0,7,576,576,104,186,0,194,71,22,31,1.1829617751176775,1.2211288132050706,0.5784873938918693,0.6811495135474536,0.4833784957806242,0.3951566824600812,0.3655065892049746,96
58,1177,1223,0.4904166666666666,1177,0.4904166666666666,0,0.0,0,0.0,0,0.0,7,576,576,103,181,0,193,71,22,31,1.162951386724672,1.236761172748253,0.5775829575234386,0.6777154689418561,0.4781021710044865,0.3938021534869408,0.3645554199667495,96
59,1176,1224,0.49,1176,0.49,0,0.0,0,0.0,0,0.0,7,577,577,102,180,0,193,71,22,31,1.1404719878341485,1.254843779901835,0.5747279623663466,0.6748582571922381,0.4739166825533341,0.3906215885572769,0.3623972161408498,96
60,1166,1234,0.4858333333333333,1166,0.4858333333333333,0,0.0,0,0.0,0,0.0,7,577,577,101,173,0,192,71,22,30,1.1196924894370848,1.2711423778368718,0.571999023725023,0.6687860993694038,0.465331346040614,0.3877532694998278,0.3601938929047243,96
61,1150,1250,0.4791666666666667,1150,0.4791666666666667,0,0.0,0,0.0,0,0.0,7,575,575,101,162,0,190,71,22,29,1.1015593743504477,1.2844934949833264,0.5702713900610361,0.6608871306915298,0.4548884057250054,0.3869607064212614,0.3580711675349227,96
62,1132,1268,0.4716666666666667,1132,0.4716666666666667,0,0.0,0,0.0,0,0.0,7,569,569,98,157,0,189,70,22,27,1.0821726381120869,1.3013127004524936,0.5671915171184478,0.6571970670795072,0.4477121901400767,0.3816503609844817,0.3553048139813484,96
63,1105,1295,0.4604166666666666,1105,0.4604166666666666,0,0.0,0,0.0,0,0.0,7,563,563,92,148,0,185,68,22,27,1.0644722928518002,1.3163772170807948,0.5647251706358619,0.6496814274005012,0.44040545688046,0.3759166352983422,0.35273083810756,96
64,1075,1325,0.4479166666666667,1075,0.4479166666666667,0,0.0,0,0.0,0,0.0,7,552,552,90,136,0,182,68,21,26,1.045815216655825,1.3312947284280978,0.5630287859112469,0.6418253443784704,0.4281905929544281,0.374292240168868,0.3493564617709561,96
65,1033,1367,0.4304166666666666,1033,0.4304166666666666,0,0.0,0,0.0,0,0.0,7,535,535,83,128,0,175,65,21,26,1.0301451873078056,1.346327787967807,0.560562410598175,0.6354977066004484,0.4233128838557076,0.368687381514478,0.3466186507028569,96
66,985,1415,0.4104166666666666,985,0.4104166666666666,0,0.0,0,0.0,0,0.0,7,520,520,77,117,0,165,59,21,26,1.0150367587458893,1.3589477978465117,0.5542958696429491,0.6223800305597863,0.4164720974319283,0.3619749270401868,0.343854988004165,96
67,930,1470,0.3875,930,0.3875,0,0.0,0,0.0,0,0.0,7,495,495,72,101,0,161,56,21,24,1.001306471846673,1.365707759894118,0.557067256943512,0.615111679370485,0.4037554374259216,0.3582761876648154,0.3406034711339884,96
68,887,1513,0.3695833333333333,886,0.3691666666666666,0,0.0,1,0.0004166666666666,1,0.0004166666666666,7,474,474,68,94,0,153,53,20,24,0.9855267016254204,1.3751301441771004,0.5513055802355101,0.6068434936972243,0.3965743107815108,0.3537398086610483,0.3362808818757422,96
69,817,1583,0.3404166666666666,817,0.3404166666666666,0,0.0,0,0.0,0,0.0,7,445,445,63,79,0,142,49,17,22,0.971122705234188,1.37640409332298,0.5468317566973541,0.5953236172780351,0.3816618682268748,0.3511489263434654,0.332910130468405,96
70,753,1647,0.31375,753,0.31375,0,0.0,0,0.0,0,0.0,7,413,413,60,66,0,130,49,14,21,0.9581274761716017,1.3726032052621389,0.5457170648079752,0.5866865418506539,0.3679608734447382,0.3566728596555603,0.3290669707589014,96
71,694,1706,0.2891666666666667,694,0.2891666666666667,0,0.0,0,0.0,0,0.0,7,385,385,55,57,0,122,46,11,18,0.9444802772263085,1.369355721937879,0.5410473725942431,0.5812693227638283,0.3535526161445498,0.3523624367327076,0.3246028644545003,96
72,641,1759,0.2670833333333333,641,0.2670833333333333,0,0.0,0,0.0,0,0.0,7,361,361,48,46,0,119,40,10,17,0.9331367324633536,1.367657883652874,0.5438422078649677,0.5736050458676458,0.340343093832786,0.3424682037088136,0.320296666851954,96
73,577,1823,0.2404166666666666,577,0.2404166666666666,0,0.0,0,0.0,0,0.0,7,330,330,46,39,0,102,33,10,17,0.9243632069801196,1.3547959864838888,0.5333208234095469,0.5544330508754433,0.3388543219626343,0.3439952991318205,0.3166141595097772,96
74,536,1864,0.2233333333333333,536,0.2233333333333333,0,0.0,0,0.0,0,0.0,7,311,311,41,35,0,96,28,10,15,0.9135217965746056,1.3555525939389417,0.5271826140170116,0.546248643578455,0.3331379846331547,0.3320175223295995,0.3112059142556725,96
75,479,1921,0.1995833333333333,479,0.1995833333333333,0,0.0,0,0.0,0,0.0,7,280,280,35,29,0,86,25,9,15,0.9038022390427284,1.3536957358215955,0.5277615041239273,0.5387861297318195,0.3287653120339745,0.3295558835682419,0.3067189452572262,96
76,421,1979,0.1754166666666666,421,0.1754166666666666,0,0.0,0,0.0,0,0.0,7,254,254,25,23,0,75,22,9,13,0.8941860699229844,1.353095681762014,0.5249961386040858,0.5281036016480591,0.3216821547044762,0.3131147494633877,0.3024007545496093,96
77,370,2030,0.1541666666666666,370,0.1541666666666666,0,0.0,0,0.0,0,0.0,7,230,230,22,19,0,62,19,7,11,0.8842809549247291,1.3538107369994048,0.5057315412151602,0.5092432558955106,0.3108119590089134,0.3079934215625803,0.297173565985647,96
78,325,2075,0.1354166666666666,325,0.1354166666666666,0,0.0,0,0.0,0,0.0,7,206,206,16,13,0,54,18,7,11,0.8741324332031053,1.3623310667330395,0.5096133826615589,0.4953424634055955,0.3014956564401212,0.3021236912806826,0.2918535552531676,96
79,267,2133,0.11125,267,0.11125,0,0.0,0,0.0,0,0.0,7,170,170,13,9,0,47,13,6,9,0.8649426424754277,1.3427799291138616,0.5101097213410111,0.4889318079982222,0.292879933544397,0.292400082544488,0.2875731059341352,96
80,221,2179,0.0920833333333333,221,0.0920833333333333,0,0.0,0,0.0,0,0.0,7,146,146,10,9,0,38,8,4,6,0.855635871808418,1.3401777919135531,0.4779811076265072,0.474623543273256,0.2844624860009457,0.2666674211654461,0.2841775171584594,96
81,188,2212,0.0783333333333333,188,0.0783333333333333,0,0.0,0,0.0,0,0.0,7,127,127,8,6,0,29,8,4,6,0.8497991904928601,1.3292438946371032,0.4715851212551844,0.4517430870878187,0.2808500432827159,0.2727755350085878,0.2795572857554835,96
82,157,2243,0.0654166666666666,157,0.0654166666666666,0,0.0,0,0.0,0,0.0,7,108,108,5,4,0,24,7,4,5,0.8446679232994874,1.312558972483417,0.4735401426820333,0.4434326044434364,0.2761181206120134,0.26218085754026,0.2751559389855427,96
83,130,2270,0.0541666666666666,130,0.0541666666666666,0,0.0,0,0.0,0,0.0,7,94,94,4,3,0,17,7,3,2,0.8404610875006086,1.3105859413641712,0.4401415789707136,0.4248876719503664,0.2534318396162781,0.2527819618276935,0.2712058448300095,96
84,105,2295,0.04375,105,0.04375,0,0.0,0,0.0,0,0.0,7,78,78,2,2,0,13,6,2,2,0.8353695306618917,1.288576117616425,0.4343965922404863,0.4155296063341516,0.2474539305358314,0.246779926924382,0.2670548556910384,96
85,88,2312,0.0366666666666666,88,0.0366666666666666,0,0.0,0,0.0,0,0.0,7,72,72,1,1,0,9,3,1,1,0.8310970779246478,1.297817506297343,0.3713654699364864,0.3601046864757346,0.2212756195926027,0.2061555517860634,0.2640066971655466,96
86,70,2330,0.0291666666666666,70,0.0291666666666666,0,0.0,0,0.0,0,0.0,6,58,58,1,1,0,7,2,0,1,0.8275543937671074,1.282273123517546,0.3539458430697953,0.3539208966013431,0.2145705540735646,0.2055102575736344,0.2597705324731037,96
87,57,2343,0.02375,57,0.02375,0,0.0,0,0.0,0,0.0,5,50,50,1,0,0,4,1,0,1,0.8277820683330888,1.273168358682159,0.3160532095051079,0.2986716713162916,0.202944365533575,0.2004779448971977,0.2572912933155453,96
88,48,2352,0.02,48,0.02,0,0.0,0,0.0,0,0.0,4,44,44,0,0,0,2,1,0,1,0.8244910775790676,1.276455128123034,0.2927140908943094,0.2720791723155968,0.2046934468875343,0.1884298534383164,0.2531927280031708,96
89,36,2364,0.015,36,0.015,0,0.0,0,0.0,0,0.0,3,33,33,0,0,0,2,1,0,0,0.8209758482840165,1.2575769709363316,0.2952012079290321,0.2951728595756786,0.1862513707747467,0.1764267443287026,0.2526978850526432,96
90,31,2369,0.0129166666666666,31,0.0129166666666666,0,0.0,0,0.0,0,0.0,3,28,28,0,0,0,2,1,0,0,0.8168339467364315,1.2610751110644798,0.3069829595114881,0.3069530478999289,0.1849192374680317,0.1797949513043557,0.2469058686179869,96
91,22,2378,0.0091666666666666,22,0.0091666666666666,0,0.0,0,0.0,0,0.0,2,21,21,0,0,0,1,0,0,0,0.811480762880026,1.2450042490727855,0.2507627954977782,0.2507355663450094,0.1801077339294088,0.1440670620900845,0.2435268427361914,96
92,16,2384,0.0066666666666666,16,0.0066666666666666,0,0.0,0,0.0,0,0.0,2,15,15,0,0,0,1,0,0,0,0.8022130550960772,1.2268767102636031,0.2640613851891455,0.2640421193801235,0.1770103393868878,0.1415773631666555,0.2397806569148905,96
93,13,2387,0.0054166666666666,13,0.0054166666666666,0,0.0,0,0.0,0,0.0,1,13,13,0,0,0,0,0,0,0,0.7969908543097891,1.1861926853650144,0.2018493719457824,0.2018333827664114,0.1766644424234602,0.1412959851155102,0.2372842929083598,96
94,9,2391,0.00375,9,0.00375,0,0.0,0,0.0,0,0.0,1,9,9,0,0,0,0,0,0,0,0.7812532226751725,1.1417561887993466,0.1903362394649374,0.1903230039753357,0.1665919298079014,0.1332257303139078,0.235109723109674,96
95,8,2392,0.0033333333333333,8,0.0033333333333333,0,0.0,0,0.0,0,0.0,1,8,8,0,0,0,0,0,0,0,0.767195402426822,1.138674847799395,0.1828112856278652,0.1828029193378767,0.1600080953528958,0.1279579342168259,0.2276742370609208,96
96,7,2393,0.0029166666666666,7,0.0029166666666666,0,0.0,0,0.0,0,0.0,1,7,7,0,0,0,0,0,0,0,0.7668205447518518,1.0693267986492951,0.1908401110765101,0.190833848277128,0.1670236727429578,0.1335876189694218,0.2226954816679704,96
97,7,2393,0.0029166666666666,7,0.0029166666666666,0,0.0,0,0.0,0,0.0,1,7,7,0,0,0,0,0,0,0,0.7651568824886092,1.0943941187843658,0.1920935240464125,0.1920878875269686,0.1681165515365212,0.1344650539267669,0.2198049874983179,96
98,6,2394,0.0025,6,0.0025,0,0.0,0,0.0,0,0.0,1,6,6,0,0,0,0,0,0,0,0.7561903397747957,1.1225629844874505,0.1852417037999691,0.1852362057271073,0.1621199482004182,0.1296677980499269,0.2219337576921982,96
99,5,2395,0.0020833333333333,5,0.0020833333333333,0,0.0,0,0.0,0,0.0,1,5,5,0,0,0,0,0,0,0,0.754481416079034,1.071204462558787,0.1902016667539628,0.1902010271849593,0.1664684176127293,0.133146580035095,0.2163427156188757,96
100,4,2396,0.0016666666666666,4,0.0016666666666666,0,0.0,0,0.0,0,0.0,1,4,4,0,0,0,0,0,0,0,0.756490660014839,1.027608736698507,0.1993582466045547,0.1993498975566947,0.1744616265630712,0.1395507727792115,0.2191815713789313,96
101,4,2396,0.0016666666666666,4,0.0016666666666666,0,0.0,0,0.0,0,0.0,1,4,4,0,0,0,0,0,0,0,0.7562020229928905,1.062847863028656,0.2000697786717787,0.2000622645287046,0.1750819010434836,0.140048845210666,0.2162165639504138,96
102,4,2396,0.0016666666666666,4,0.0016666666666666,0,0.0,0,0.0,0,0.0,1,4,4,0,0,0,0,0,0,0,0.7548334443135656,1.0795630767257904,0.2003698686197673,0.2003631058910007,0.1753423952774059,0.1402589081602159,0.211059855025989,96
103,2,2398,0.0008333333333333,2,0.0008333333333333,0,0.0,0,0.0,0,0.0,1,2,2,0,0,0,0,0,0,0,0.7481728776813417,0.9144038586389498,0.1975878561056081,0.1975828171509473,0.1729126520334307,0.1383034684347628,0.2214781324096767,96
104,2,2398,0.0008333333333333,2,0.0008333333333333,0,0.0,0,0.0,0,0.0,1,2,2,0,0,0,0,0,0,0,0.7481659071798128,0.8889634727750548,0.2013749061118749,0.2013703710526802,0.1762239929948118,0.1409552065230658,0.2203124041004883,96
105,2,2398,0.0008333333333333,2,0.0008333333333333,0,0.0,0,0.0,0,0.0,1,2,2,0,0,0,0,0,0,0,0.7470480736352603,0.9080671254975494,0.2044071917624271,0.2044031102091518,0.1788751479243528,0.1430785292539769,0.2145000070736572,96
106,2,2398,0.0008333333333333,2,0.0008333333333333,0,0.0,0,0.0,0,0.0,1,2,2,0,0,0,0,0,0,0,0.7466476866759375,1.0272604129477945,0.204979238529391,0.2049755651314433,0.1793738033322233,0.1434796124888239,0.2122589425265362,96
107,2,2398,0.0008333333333333,2,0.0008333333333333,0,0.0,0,0.0,0,0.0,1,2,2,0,0,0,0,0,0,0,0.7458791639410376,1.134534371653015,0.2035410159081995,0.2035377098500466,0.1781136615767801,0.1424734421021649,0.2088748391361059,96
